chr	summit
V	9731224
II	41568380
II	11476903
IV	11106771
X	15672376
X	1309580
IV	13432367
II	12887082
X	31635214
I	37281930
X	7085553
IV	34985794
IV	54031544
II	38799139
V	7275001
III	25576031
I	2916969
IV	5563595
I	15693230
X	1588450
III	12716983
II	4740619
I	4655251
I	10697164
III	5968197
II	2491568
V	2027018
II	7101384
I	42826092
V	42778918
V	1581552
II	23328100
I	965198
I	1640562
I	2884691
I	5205362
I	7459361
I	10994155
I	13962104
I	19620471
I	21875074
I	35849049
I	38147955
I	38447088
I	38725988
I	38958535
I	41460761
I	43358351
I	47209608
II	3125176
II	3827002
II	3847197
II	5196051
II	8963611
II	9291680
II	14733285
II	14915180
II	28298520
II	30984882
II	33737405
II	36776419
II	38123638
II	40372609
II	43181212
III	8064003
III	10594095
III	12889957
III	17332379
III	17800947
III	18358806
III	18884661
III	22403255
III	22415930
III	26204874
III	28309039
III	33131515
III	37520083
III	43727504
III	43977530
IV	2406121
IV	9830861
IV	10281015
IV	12770293
IV	13854572
IV	14217246
IV	16334694
IV	17755939
IV	19286333
IV	22281592
IV	23893806
IV	24476684
IV	25996778
IV	40157414
IV	43223399
IV	45816738
IV	46680924
IV	48813572
IV	49097926
IV	53938424
V	64057
V	8750574
V	11619449
V	12696428
V	16319414
V	21642662
V	23123409
V	26087830
V	29530769
V	29647582
V	39087418
V	42537211
X	15341865
X	16799047
X	20177468
X	20342363
X	24232965
I	44423524
X	19377119
I	506057
I	47693726
X	17011945
III	14239583
IV	33514346
II	39922004
II	48088267
V	33842427
X	11284427
IV	290769
II	32798408
I	25288249
I	47184350
IV	39567705
X	34224178
IV	40005307
I	19446716
III	12803612
IV	47119730
II	37617368
X	13548095
I	14832929
V	2402895
V	30392898
IV	29878729
III	39803632
III	33555664
I	11615384
IV	54049724
III	21053991
III	3180441
III	41361756
IV	22925232
I	10682947
IV	36797401
X	28506607
X	12577757
X	20938916
IV	15682513
IV	29599756
V	11294871
III	28568647
V	11476691
III	25085739
V	18061941
I	3210595
II	6239658
II	20447487
IV	50434035
X	5442228
X	2259755
V	15382993
I	14795930
III	39890652
III	36624888
IV	54569364
IV	1798922
II	43449139
II	21281833
IV	30025476
I	41668972
IV	39188197
X	23781157
II	27131145
IV	18987966
V	40323422
II	42571599
X	24819741
I	40844017
V	2883256
IV	52393092
II	44120381
X	33797916
I	46359339
X	4395752
III	10114443
I	18855458
I	8461073
IV	14891408
II	30964538
X	8023805
IV	27032428
V	2651147
II	36720526
X	25480446
I	8460133
IV	42448345
IV	32217508
II	905948
II	38293080
II	45746017
I	523061
I	6736907
X	9287329
II	6800569
IV	20996239
III	664530
V	36898558
II	29603528
I	44183459
II	5683919
II	11780348
III	1430060
II	8482668
X	5370778
II	45727140
III	41295322
V	48400623
X	4320600
I	32939305
II	18284531
II	45373473
I	5955748
III	38328565
IV	11103854
X	19239846
IV	44575202
I	17495377
IV	26170006
V	331361
II	37459778
II	29185521
V	39016675
III	4490036
IV	41734083
I	42790348
I	5644994
I	39482747
III	32576362
I	6224444
IV	50986394
II	915039
X	26222305
V	550255
X	5129420
I	8660062
X	16989880
I	1354115
X	7418539
II	14320412
X	18964996
IV	6541623
II	22596188
V	16561027
X	15531329
I	9325631
IV	3611314
V	6298332
I	20148856
I	1676515
I	4622798
I	5341003
I	7344577
I	9513591
I	9515765
I	11275484
I	12654547
I	13248675
I	18491659
I	19354452
I	19688543
I	20374587
I	22630050
I	22735205
I	23693545
I	25398039
I	27111411
I	29139681
I	30122281
I	33275863
I	34888304
I	35367925
I	38906947
I	41022229
I	43260818
I	46433189
I	46576644
I	46739675
II	3041820
II	3127533
II	6527050
II	19170977
II	28155669
II	30254718
II	36418736
II	36522077
II	40813981
III	257485
III	578012
III	3130700
III	9068086
III	10916873
III	13064786
III	14397205
III	18803893
III	20933803
III	23157414
III	24181495
III	25512651
III	31090038
III	31973021
III	36436755
III	38143058
III	43062555
III	44025740
IV	1591777
IV	21874077
IV	25132170
IV	25558373
IV	29819562
IV	30577415
IV	30626391
IV	30690901
IV	33227168
IV	34145715
IV	36509216
IV	39299051
IV	42931200
IV	46440538
IV	53939330
V	3156405
V	4720505
V	6010796
V	6171404
V	8250540
V	9265659
V	9527692
V	10991053
V	11057518
V	11309072
V	14021381
V	23873247
V	24928741
V	25339055
V	27625757
V	32133410
V	44076641
V	44809610
V	47043654
V	47507721
V	48688368
X	2166707
X	2503878
X	15064805
X	19887172
X	20496063
X	25679522
X	33070920
I	18571157
X	33699781
V	27722980
I	4390375
II	9663237
IV	47699165
X	132452
IV	12513645
X	31559850
V	1042315
I	36837980
III	1406621
X	30204969
III	4968060
X	5296319
V	11670568
II	40025588
I	16032660
I	22112034
III	25805598
II	5346492
I	34518176
II	45961632
X	20305766
IV	29404331
IV	16194888
I	33054790
IV	19296092
III	19082652
III	42850699
X	28892534
IV	27146927
IV	32053839
III	40057542
IV	11457889
II	46238686
X	14272308
II	12572274
V	13478387
IV	54560239
IV	27666317
IV	2384537
I	44948308
X	31688106
X	25155069
II	21373100
I	46826124
IV	37282037
X	16146328
X	4908650
I	43638528
III	17987610
IV	4344888
V	1271813
III	43814657
X	9125501
I	41396584
II	46958183
V	43887210
V	45686429
X	16740004
III	11771818
II	47939115
X	27240559
V	42732772
V	318342
III	45967694
IV	32404045
I	12736567
IV	1029748
X	16622724
X	27644186
II	40554728
V	46780461
IV	30473998
II	31516094
IV	51212580
V	5104122
V	2610805
II	36624823
X	431973
V	28280482
III	40149452
II	34854237
I	48094322
IV	31906440
II	14821629
III	6994863
X	803571
III	2853734
II	20083441
II	45109355
I	14863458
IV	21084157
III	25047919
V	552019
III	18994268
X	10249818
III	979938
X	28106606
II	18032458
V	28885852
I	11308449
X	34068824
X	4145272
III	18763074
IV	37607650
II	13646906
V	15588465
V	48498732
I	27791022
X	34276432
III	6138195
X	12622780
II	17932544
II	11688638
X	10217350
III	38407734
IV	1044709
II	32750018
II	26777194
II	19826648
IV	40697642
V	22204108
X	2392374
II	20634801
III	43948266
II	46033081
IV	54626196
IV	36567919
III	36554017
III	14225215
I	48056345
IV	18882533
III	40514498
IV	51144240
V	29787634
I	19008536
III	12085728
IV	54584138
II	26578837
III	1765043
V	17051724
III	44230739
III	45287510
II	35900166
I	26268842
V	18392295
IV	36653387
IV	30163688
III	20868399
II	1796959
V	29001528
X	30980783
IV	1398051
III	43962835
V	24896301
III	6363305
I	43674701
II	18126698
IV	7108491
III	43358929
I	4900573
II	2127405
III	35919220
I	1647931
I	6775380
I	7022382
I	9211452
I	9747025
I	11235383
I	14890685
I	24955127
I	25913352
I	32571820
I	32572927
I	34680488
I	35581543
I	37456652
I	38959151
I	40009642
I	43284038
I	45416153
I	46732467
II	3943653
II	7582427
II	7863761
II	8882318
II	13969703
II	14951056
II	19428031
II	30996453
II	38276465
II	39782253
II	41122304
II	42862527
II	43945512
II	46034034
III	920965
III	2634130
III	7107878
III	7561521
III	9717838
III	10723175
III	21507944
III	24913354
III	29060954
III	29263420
III	29659044
III	36292945
III	42063218
III	42329360
III	42711727
IV	1117667
IV	10757155
IV	14529196
IV	18296142
IV	21365319
IV	24719745
IV	28034756
IV	33873875
IV	52553672
V	2890226
V	3246113
V	5896686
V	10285289
V	12162449
V	14312760
V	16103544
V	20160708
V	24235772
V	24417790
V	24639806
V	28520701
V	28790149
V	31735021
V	36507185
V	40188783
V	40952019
V	41509064
V	43431616
V	44721271
X	5579152
X	9900685
X	10884446
X	17478681
X	20622442
V	4997449
I	45435641
II	48178933
V	11116548
IV	26333234
X	3490453
X	14090537
I	42738087
IV	44235887
I	19270951
III	35209205
I	15064370
I	46284881
II	9196759
III	15338556
II	13623967
III	515443
I	43288959
V	21059015
II	6053477
II	35680632
X	17019949
III	35115014
IV	51055636
III	5870472
I	15933002
X	33261842
III	15298849
III	1296019
I	29055468
X	7323802
II	19239016
I	9973807
IV	18550619
III	5642371
V	13351311
II	39664105
V	43172349
X	33539509
V	22423821
V	5341263
IV	41199870
I	473142
II	23842289
IV	26761213
IV	54406081
X	33293563
I	21156996
V	17481159
X	1422891
IV	2812610
X	1930572
III	24233376
V	8134994
I	45316405
X	14249723
IV	54481223
IV	17977270
IV	42295354
X	26993585
IV	7857313
V	1988548
II	11552187
V	2407584
V	3811550
V	36529974
II	24032837
II	40213131
V	688084
IV	52328818
X	11537291
X	29050046
I	38576679
V	12716856
V	23530335
X	7515952
X	3686025
III	38806218
III	41462628
IV	7845694
V	7709479
IV	18468797
I	19382500
IV	52782074
IV	50381980
III	28266238
II	21714266
IV	15179435
X	21132406
II	4384912
II	46208044
I	43221644
IV	32602532
II	30657149
III	32240386
III	11546860
V	48190106
III	3329491
X	2682467
X	14159492
I	36315965
III	23958188
X	7322492
I	41382075
IV	34260887
V	38570453
X	33019526
X	31679988
II	17887080
V	7929571
X	32787460
X	26046265
I	563245
II	30680562
V	38868775
X	13461788
II	19913009
III	5454713
IV	30256269
V	12265012
V	44434603
X	8192365
II	27142543
I	48036876
II	5668277
IV	33038197
II	31537869
III	12722879
I	44800727
III	5902967
I	43136316
I	13384332
II	988782
V	15183535
III	12437667
III	41499400
I	46080755
II	4074813
III	13289379
II	18794701
X	5634009
III	3198038
IV	13063270
IV	51365515
V	2024378
I	2613259
IV	1262201
III	34919844
IV	32029139
III	43298284
IV	51034445
IV	47759309
II	955274
IV	12737765
I	11488812
I	3607450
I	4002266
I	13926057
I	18246088
I	20105965
I	21262830
I	21397729
I	21566084
I	27110690
I	29646999
I	30872669
I	31226792
I	36967068
I	38092166
I	39308096
I	41562864
II	8035790
II	9101096
II	12387326
II	12742074
II	14960703
II	20336313
II	21116908
II	26186041
II	26941912
II	28299808
II	29610104
II	37489901
II	39128513
II	42323032
II	43024193
III	257071
III	3479409
III	3630314
III	9332535
III	15996101
III	19940664
III	22377387
III	22416755
III	23549003
III	23798432
III	24906183
III	31254950
III	35968925
III	36678258
III	39965153
III	40783970
IV	2398151
IV	3095824
IV	5258072
IV	11833289
IV	11965341
IV	17923328
IV	18561256
IV	30586524
IV	35134652
IV	42917183
IV	48744957
IV	52747496
V	156435
V	3530987
V	4284225
V	14439961
V	16477717
V	19814463
V	24995260
V	25335879
V	27141058
V	27756412
V	31036033
V	41527643
V	43789624
V	46219949
V	47453626
X	668385
X	13725082
X	14386920
X	15391579
X	16659658
X	19180138
X	20419406
X	24979497
X	27178341
X	27279127
X	29843283
III	9829382
II	3662259
III	43762478
III	10525952
II	32039612
III	18227779
III	13628129
I	3642012
II	42969044
II	39983756
V	44099281
I	46264563
III	17407340
II	46256426
V	23281761
I	479769
V	3830301
IV	63037
V	2033566
II	18285206
IV	539235
II	16205921
II	40092018
X	1863050
IV	1114535
I	35697822
V	42563744
IV	715025
II	39916970
I	41153756
II	24637636
V	7950689
II	6276365
IV	52926169
IV	5439811
V	16941665
X	18900614
X	7328143
III	22118980
III	38708074
II	47766947
II	23948785
IV	32646835
V	18405845
III	43983907
V	34112623
IV	28363351
IV	18030586
I	48111692
I	9756813
II	18411173
I	38191247
II	27608041
II	28527722
II	47527129
II	9994999
IV	49549718
V	90140
V	11957414
V	43533280
X	31652179
X	4001832
X	11745792
II	48214567
III	22909885
II	47151535
I	5763482
II	1953578
X	3369751
I	8331759
IV	22814161
V	15165176
I	43162481
II	38299590
V	4413153
III	24880966
V	12900406
IV	29980808
I	321388
III	4609106
IV	41721242
III	34078120
III	14084489
II	10660931
I	1556924
X	28251633
II	42106013
II	38323551
V	37422770
III	22111636
V	47382120
I	28360749
IV	40529023
III	35862921
I	44144932
IV	34038211
II	6169554
I	43975515
IV	36965896
V	12744072
X	12656426
V	9681622
II	922233
V	47001506
II	38290767
III	14906794
I	21525707
V	15754979
I	1935082
III	39532790
IV	34516160
I	45659977
I	3757345
III	3447321
X	19778847
V	20365002
V	27882669
X	14625329
I	6205273
II	42403171
IV	19171859
III	45662733
X	18574337
II	16304558
X	14519800
IV	20038913
V	47163677
II	24155913
V	1524159
X	10581986
II	6251361
II	27215449
V	38580259
I	39222044
X	20438599
I	2074507
I	4620847
I	4925904
I	5204012
I	6705414
I	6946699
I	18795876
I	19624660
I	23692587
I	24779172
I	26183457
I	36133656
I	39433464
I	41586609
I	42237466
I	45715265
II	1314564
II	2288010
II	3310317
II	4666047
II	15800998
II	16643100
II	25046592
II	26185555
II	28922167
II	30105587
II	32346101
II	33551836
II	35148214
II	36149492
II	37332623
II	40451671
III	3628916
III	7131413
III	7692084
III	17801291
IV	2678413
IV	3034567
IV	6805939
IV	8518228
IV	10933362
IV	11937263
IV	16362117
IV	18449127
IV	18669224
IV	19897241
IV	21360301
IV	23949385
IV	28966714
IV	33032098
IV	34187300
IV	36504362
IV	44588823
IV	51788390
V	1916802
V	5230377
V	11003454
V	12070454
V	15506365
V	29686708
V	32755394
V	35390572
V	43260913
V	44472736
V	45247846
X	2546088
X	19046534
X	22012199
X	27492829
V	42670837
III	10428315
I	42304534
V	36883219
I	8693221
III	45453965
V	979470
III	25668395
I	15411181
IV	21085794
V	22586447
III	40887423
IV	567884
I	46959653
X	30763091
I	17353449
II	18918524
V	47716505
I	43979529
II	48481276
II	46935067
V	17167691
X	17016527
X	12058143
I	16933473
V	48883338
II	4403738
IV	6777145
X	13785572
I	8551177
II	43388944
X	23549040
IV	6802684
III	14651759
X	25431824
X	3293864
II	7141669
III	23954842
IV	25472001
V	18063032
III	37062357
I	4096075
IV	25643732
I	15040071
II	30002687
IV	36241256
IV	37691405
IV	27155286
II	31639075
III	45358000
X	2385232
V	40387782
X	3532574
X	14346211
I	18589652
I	5570101
V	46835194
I	45852234
X	34256045
III	38832089
IV	40588752
IV	37997731
I	20156998
V	7521689
II	48051670
IV	52733852
I	47682804
V	12779315
I	43216462
V	48604205
II	4890973
III	42716097
X	30385467
II	37649446
I	14952513
I	12236507
V	18058544
III	17103152
II	44823529
I	5595446
IV	15554603
II	39812199
II	4278767
I	42252789
III	11810874
III	34260071
V	14821561
V	40253107
X	5879208
V	14081427
II	35911243
II	20233746
IV	53781832
II	30888674
IV	36878872
X	23810579
III	13870074
V	16981743
III	24055426
IV	36127062
I	16858947
V	1504923
II	43830203
IV	10895744
I	43650231
X	21892566
III	14463915
III	43377517
V	37302980
II	26221123
IV	37196980
X	33454327
IV	15034283
IV	9118581
II	43060705
III	22474205
II	4829051
III	8308658
III	43494646
III	45859810
X	7459740
III	45381094
X	4329826
V	669293
X	32686942
II	33560341
V	5482230
IV	2248656
III	34509570
I	13861741
IV	29459447
II	38108085
II	10783557
III	23832535
V	39879921
III	45544725
V	16389568
III	42154922
II	18409999
III	24723122
II	6664214
II	31802219
II	6365413
IV	38043827
II	18441271
II	11240503
III	44879780
IV	49952607
IV	19675538
I	3184607
IV	32883877
X	12754440
III	28511828
X	13178289
V	3886370
I	5696126
I	20760442
I	21446446
I	22265700
I	22759711
I	22840271
I	26022553
I	28739534
I	32604983
I	33804921
I	33880607
I	34948248
I	36003632
I	38128561
I	39434294
I	41516619
I	42586071
I	46780242
II	7430776
II	7820968
II	8472464
II	9737059
II	13731421
II	13950147
II	26176949
II	26352415
II	26633870
II	32216976
II	33118614
II	33274897
II	35058265
II	38877630
II	42708586
II	44332755
III	5391596
III	10585110
III	12515789
III	13329149
III	15753987
III	18738478
III	23123840
III	25200847
III	27615403
III	27810724
III	28302131
III	32701679
III	32794649
III	41081836
III	42147428
III	43198758
IV	2587228
IV	3113072
IV	5333093
IV	15195895
IV	15898063
IV	16043321
IV	17208377
IV	17495687
IV	21703438
IV	26649886
IV	29434388
IV	30112328
IV	31549158
IV	37162887
IV	41010726
IV	43971597
IV	44847792
IV	51378168
IV	51425964
V	3669664
V	4765083
V	5673698
V	5821068
V	13787059
V	16917662
V	23568222
V	23995994
V	24096987
V	24198074
V	24669202
V	25339930
V	25379571
V	29781538
V	30431247
V	34848273
V	39747862
V	41957945
V	44380224
X	6251461
X	9916386
X	12876242
X	13396175
X	13404987
X	13838454
X	18611974
X	18702024
X	19680336
X	27705075
X	28776495
X	29110937
X	30862744
IV	22862370
V	14833177
X	25053758
III	15578000
III	45247315
III	3571625
IV	40220309
I	17647557
II	45344420
II	2131911
V	873284
IV	42805103
I	39850652
X	5654403
II	44000139
III	44383620
IV	44341467
IV	16318185
II	20084412
X	10244363
V	36243396
III	1433304
IV	14968021
I	12512741
IV	33433586
IV	42476947
II	3870568
I	8423609
II	20750950
IV	12902378
IV	32899081
V	15783185
X	23730068
V	24697859
III	30592757
I	1904126
X	3852984
V	884120
III	20303115
V	18082917
I	2838701
I	42795348
III	34234908
IV	11025031
X	1935238
IV	34251705
III	6364840
I	1090425
IV	18761594
II	7797925
IV	43624136
II	37586336
I	274964
IV	12572575
V	1540683
I	884047
V	49053620
X	10466747
II	43050281
IV	48427814
III	36299965
X	1686456
X	21230163
I	8256502
I	11513906
II	573059
X	16735377
II	46703466
IV	51802793
V	30277560
III	17969754
II	29655673
II	1618570
II	46684143
III	1736108
III	4364672
II	27186682
III	26063784
III	10302054
I	600967
IV	18461401
III	14561863
X	23687288
X	25462110
IV	18956484
IV	53906173
IV	48539658
IV	23098158
III	12781487
III	33666245
I	44949194
X	21648802
III	20036172
I	21302622
IV	45612006
II	40536654
II	43377023
I	1562885
IV	3620595
X	10383262
I	19386337
IV	23099314
V	5293381
II	41555809
V	47368216
X	10440070
II	29673162
III	30729485
III	13542792
V	7837535
V	48609575
IV	40221428
II	46057553
I	16217683
IV	41557226
IV	45229666
X	8898331
V	47712973
I	43056849
IV	41408302
III	37054119
IV	6540057
IV	43776828
I	44072028
II	30681361
I	34783103
X	7406898
IV	23701602
II	27869988
III	13664730
I	42903075
IV	37791110
IV	37222362
IV	7103398
I	38916887
III	1783939
IV	38770006
X	26079026
V	46663881
I	46836773
II	32498934
V	16243827
X	26187072
IV	25551321
V	7884554
X	8520452
III	42416292
III	9528119
III	21795556
IV	54408651
III	40374694
I	6417645
III	34107875
X	15954
III	37752659
III	38614442
III	28275135
IV	6357080
II	31271023
III	35520627
IV	53053956
I	846419
I	4052042
I	5249216
I	6245228
I	7408959
I	9081036
I	9884656
I	14516214
I	23477532
I	36134064
I	37949588
I	39769499
I	42071052
I	44514202
I	45010799
II	17548173
II	28343642
II	28879733
II	29233533
II	30544782
II	35043323
II	35072481
II	35238317
II	36788071
II	44323584
II	44405688
II	47377007
III	1205306
III	2562192
III	8056292
III	10145532
III	13210962
III	13867141
III	27161694
III	31012939
III	31236363
III	35147848
III	38681908
III	43009893
III	44026187
IV	7131055
IV	9599087
IV	9782235
IV	17818174
IV	19134961
IV	20223698
IV	21238628
IV	22491653
IV	23545955
IV	23959971
IV	24290706
IV	29905520
IV	32798921
IV	39785009
IV	40492682
IV	42697449
IV	43492653
IV	44554620
IV	48745660
IV	53009368
IV	53955075
V	343572
V	8359316
V	11504211
V	11854236
V	11877850
V	12680352
V	16380946
V	24690136
V	33342790
V	42117510
V	42126126
V	44170887
V	48446129
X	1902760
X	14373980
X	15770241
X	16077603
X	19327801
X	21486696
X	26024623
X	27832218
X	5504404
I	15415018
I	41863344
II	29109627
II	1232036
X	14426026
V	2517040
IV	40191647
I	42419448
IV	38177580
V	8045735
III	41299223
V	44966723
IV	44797039
IV	25781633
II	30633942
II	25667156
X	23864024
III	24930187
I	21515595
V	48421482
II	37794711
I	7357408
IV	31418597
II	26376560
V	1535774
II	20915364
IV	29106718
V	1648511
IV	952600
IV	36828145
IV	26386950
II	27400717
X	29713447
I	45396427
II	37176944
III	5570558
IV	2511969
IV	22616164
I	33189520
III	38834668
II	28857080
X	32488805
III	14146430
I	7395561
II	4344383
III	5258622
V	2148011
II	46698674
V	44214384
I	1814076
I	15429375
III	38279283
I	35480216
I	41383619
IV	7876841
III	10353816
II	24358843
II	20418989
V	36457416
III	34790679
III	6282037
II	46121853
IV	21190084
IV	12667350
I	8557795
V	24695640
III	30596463
I	47957653
IV	23086391
II	28774698
X	29666387
IV	50053224
X	1261918
II	38374682
II	38181971
V	4106339
V	1175254
I	10660317
III	24145808
I	45672424
III	30483190
X	7234648
I	43854912
II	2610433
V	41885756
I	10429289
III	10676343
V	32938293
III	5890216
V	14680705
II	47606974
IV	41276409
III	749556
II	989992
V	2227067
I	45544679
IV	33485220
II	42691026
IV	12862291
IV	30057332
II	289626
IV	26260759
IV	754782
IV	12909960
V	41058219
I	46379776
X	7340629
I	8561393
II	34429621
X	27441987
II	41242178
III	40536092
III	17532379
III	44094794
X	16768708
V	32715791
I	42974736
I	7544952
II	31580927
V	25904904
I	22015955
V	5978253
IV	41349977
II	1244788
II	44042426
I	10077707
III	682454
IV	33571671
II	42368899
IV	35645011
IV	43941729
IV	7308568
II	7978422
IV	51848794
IV	26941233
V	29457090
IV	764212
I	42899554
V	1909233
I	7144
I	7639498
III	5495007
IV	46314663
III	45530660
V	49034080
V	9690752
II	38714225
IV	1874815
V	46458311
X	8976033
X	10824311
III	17019748
II	11392658
IV	50371881
II	38581339
IV	2160763
IV	18174825
III	45126269
I	32185004
II	10271598
X	21245112
II	40098828
II	29855036
II	47574260
III	40034544
I	7432050
I	7457688
I	9804900
I	12206762
I	12207234
I	17867260
I	20761791
I	22256898
I	22370171
I	28148649
I	30429163
I	30483124
I	34938115
I	36304914
I	37123806
I	38462314
I	38949578
I	39139332
I	46717270
II	10542753
II	16373839
II	21711434
II	21902915
II	25150845
II	27549294
II	28941209
II	32820694
II	34998827
II	35318440
II	37674231
II	42055000
II	42625160
II	43982742
III	2030227
III	3405641
III	9951202
III	12601033
III	26112484
III	27487064
III	32028734
III	38924825
III	40694330
III	42093065
III	45405832
IV	2465537
IV	3058109
IV	5626406
IV	7069784
IV	11380015
IV	22748794
IV	24092501
IV	30514236
IV	30961604
IV	37166235
IV	39490624
IV	41475978
IV	42348861
IV	45040371
IV	48360746
V	2784044
V	8193449
V	8603843
V	10127715
V	14019343
V	15676052
V	21348854
V	24557688
V	26428120
V	27501362
V	31458373
V	31530911
V	38110323
V	39041273
X	1191395
X	6025812
X	9380351
X	9740754
X	10676427
X	15285940
X	18322943
X	23168294
X	24569709
X	27902358
X	32170284
IV	29445858
IV	34790371
IV	1392564
X	25272527
I	20367422
I	33198826
IV	2583770
III	24034576
IV	13081123
III	38463934
X	8603073
X	15850710
X	23986741
III	5997576
IV	1477674
III	14292928
I	20858478
III	38490126
X	14524897
X	13088916
IV	40655637
V	11855561
X	25706346
II	43726961
X	2186860
IV	12496848
II	4073411
II	29602564
V	33020880
IV	44444697
IV	34810415
III	28609513
III	13749039
IV	33366192
IV	21122893
I	34877389
II	23391507
IV	30456336
V	12864228
II	44979119
III	10095009
I	2329359
II	1497131
X	1366057
V	48779367
III	22941065
X	32259387
I	36530007
IV	47280436
I	7683798
V	37418956
X	22020092
X	822782
V	36237084
IV	47679420
V	2208957
III	39454075
X	8105469
X	32410979
III	34526368
I	1116445
X	14530636
II	38288414
X	32502115
II	37898502
IV	35492920
IV	32197127
X	11713808
II	959725
I	5800174
III	28595885
IV	23518271
IV	52431490
X	4664644
IV	26311182
X	31707533
V	29357597
II	13923488
III	42692826
X	33474414
II	23395177
II	45225572
II	31593380
III	35587254
III	31305935
II	44943706
X	9395796
IV	53812059
V	11684707
IV	35450987
X	19130961
III	33307954
IV	13374076
I	408558
IV	54500820
III	12772892
I	31818041
III	23617590
V	8121159
X	24269762
II	21376329
X	19849349
I	13872920
I	263888
III	14912882
III	45256237
IV	47935394
I	33207770
X	20539683
V	33750536
II	18520101
IV	28899205
III	21160758
X	10282128
I	42496301
II	42249811
I	22580085
V	48489276
X	19164502
I	16026758
III	27408636
II	26429601
I	21521403
IV	44559171
V	22438176
II	16563671
X	28571693
II	11529007
V	8588002
X	32516280
I	632300
IV	5433629
X	26479082
II	29330016
I	43829263
X	31638532
III	12737047
II	47107630
V	948971
V	109475
IV	28934301
I	43528557
X	12377263
III	652274
II	10140687
V	1388342
IV	48897083
V	23487324
V	4757655
IV	42776314
IV	11355393
IV	36886297
I	1176617
I	1263617
I	3532802
I	6399386
I	7899572
I	8035144
I	9457982
I	13336620
I	15142870
I	22259222
I	23968080
I	26841099
I	33914951
I	34951358
I	38955998
I	46597993
II	1018906
II	7136196
II	11019032
II	18477882
II	20614285
II	27910126
II	32815492
II	35567355
II	36814493
II	39445592
II	42156852
III	2388733
III	4386572
III	6259043
III	6816631
III	13692586
III	20443252
III	26159000
III	26815752
III	30841085
III	37392244
III	37493792
III	37614210
III	38188834
III	40020628
III	40470360
III	41266096
IV	240066
IV	3678031
IV	21365957
IV	23898512
IV	34443427
IV	34567686
IV	36504580
IV	41486039
IV	42390850
IV	47196208
IV	47217611
IV	49796578
IV	50106793
V	5442207
V	7207985
V	15310866
V	17240816
V	21992293
V	28547259
V	33177214
V	35990517
V	36774902
X	17574171
X	21349690
X	29101131
X	31044994
I	10042220
V	16574651
V	7824139
X	31462418
III	21726810
II	44692180
V	9141905
X	30817308
III	4632931
V	420785
III	36322175
I	17329889
III	40918692
II	18484139
IV	31691985
II	28431782
X	526595
IV	48929637
X	21935271
III	38187051
IV	2657228
III	45587633
II	46243153
III	25675945
II	4775123
II	570883
I	10624052
X	7551646
IV	912206
III	7003880
IV	26095845
II	46380953
III	3322643
I	599698
X	24855122
II	31993354
II	44222159
V	19250290
II	31649698
X	9357708
V	4439797
III	44911463
II	10925057
X	24401296
II	34494171
X	776403
IV	41957802
IV	14306164
I	12140527
I	220775
IV	25653672
IV	44788043
II	47224248
I	16312370
II	16706473
II	4076213
III	7825806
II	36249438
IV	36796582
I	44215928
III	14146769
IV	853051
I	22865446
IV	47745032
X	28361472
IV	19522858
V	21827359
IV	37957593
X	38350
X	30837472
I	43934772
I	45571644
IV	54531282
X	18458771
IV	781369
V	14185020
III	45989652
III	660757
I	2660188
III	13985402
X	31880266
IV	14437124
II	47306284
III	17468182
X	13618416
X	24698752
V	10308300
II	30783121
II	12399264
V	33140158
V	36917974
II	47974057
I	44971040
IV	44209668
V	4636034
X	31109009
II	44914572
V	11948069
II	18161303
II	7040809
II	35669636
V	22404992
I	12894183
II	11762817
V	9536994
I	34162681
IV	4181712
II	9540120
V	44413837
X	31556478
V	34153256
V	4035991
X	33972885
X	9301195
I	25776258
II	45452431
I	39084467
I	46822703
I	42547153
IV	35843645
IV	45086296
IV	32832484
II	1256641
III	37522999
IV	25656664
III	4948314
X	15030863
I	18303877
IV	4342642
IV	11764507
V	22040318
IV	35898795
II	18923600
I	11422024
III	965189
IV	32601559
X	31126920
II	40088059
IV	45845781
IV	48268977
V	18169190
V	43171998
IV	6670341
I	45936723
III	31318110
II	27849391
II	44110462
V	14733565
IV	54336374
II	44116490
V	48620496
I	46108574
V	11251047
IV	53905623
X	10788358
II	23394290
IV	22872060
II	39662193
IV	47936818
V	47667414
I	12720220
I	10113352
I	14235659
III	37212545
X	17040093
II	28773289
I	135200
I	1546494
I	6468922
I	7433873
I	7458806
I	15500149
I	17577906
I	19178238
I	19374570
I	25075754
I	25133810
I	30061511
I	30508695
I	31123539
I	32495488
I	35996618
I	36192019
I	38147249
I	38359200
I	38628540
I	41105610
I	41491892
I	43986459
I	47522328
II	3501124
II	6339989
II	7466657
II	10386569
II	12484848
II	13358090
II	15452234
II	19554894
II	21274701
II	21613076
II	26726950
II	28907999
II	30899509
II	32232720
II	34888679
II	35706959
II	38281978
II	38753207
II	41785974
II	44410124
II	47545704
III	2122578
III	2753611
III	2813671
III	3855987
III	5948170
III	8171325
III	12049280
III	12711792
III	18329124
III	23769609
III	24312597
III	34087108
III	42766068
III	44219071
III	44521378
IV	10323163
IV	11150824
IV	11548554
IV	20296627
IV	20944780
IV	22442201
IV	26858549
IV	31246030
IV	35494713
IV	38620081
IV	40748132
IV	41663501
IV	41666465
IV	44547819
IV	44775243
IV	45569390
IV	46864437
IV	49341218
