XGW00986.1 V3C99_013727 
XGW29590.1 V3C99_008996 
XGW29595.1 V3C99_008997 
XGW29596.1 V3C99_008998 
XGW29597.1 V3C99_008999 
XGW29599.1 V3C99_009000 
XGW29600.1 V3C99_009001 
XGW29601.1 V3C99_009002 
XGW29604.1 V3C99_009003 
XGW29606.1 V3C99_009004 
XGW29608.1 V3C99_009005 
XGW29610.1 V3C99_009006 
XGW29612.1 V3C99_009007 
XGW29615.1 V3C99_009008 
XGW29616.1 V3C99_009009 
XGW29617.1 V3C99_009010 
XGW29619.1 V3C99_009011 
XGW29621.1 V3C99_009012 
XGW29623.1 V3C99_009013 
XGW29624.1 V3C99_009014 
XGW29625.1 V3C99_009015 
XGW29628.1 V3C99_009016 
XGW29630.1 V3C99_009017 
XGW29631.1 V3C99_009018 
XGW29632.1 V3C99_009019 
XGW29633.1 V3C99_009020 
XGW29636.1 V3C99_009021 
XGW29638.1 V3C99_009022 
XGW29639.1 V3C99_009023 
XGW29644.1 V3C99_009024 
XGW29645.1 V3C99_009025 
XGW29646.1 V3C99_009026 
XGW29648.1 V3C99_009027 
XGW29649.1 V3C99_009028 
XGW29652.1 V3C99_009029 
XGW29654.1 V3C99_009030 
XGW29656.1 V3C99_009031 
XGW29658.1 V3C99_009032 
XGW29663.1 V3C99_009033 
XGW29664.1 V3C99_009034 
XGW29666.1 V3C99_009035 
XGW29667.1 V3C99_009036 
XGW29668.1 V3C99_009037 
XGW29670.1 V3C99_009038 
XGW29671.1 V3C99_009039 
XGW29672.1 V3C99_009040 
XGW29674.1 V3C99_009041 
XGW29676.1 V3C99_009042 
XGW29678.1 V3C99_009043 
XGW29679.1 V3C99_009044 
XGW29682.1 V3C99_009045 
XGW29684.1 V3C99_009046 
XGW29685.1 V3C99_009047 
XGW29686.1 V3C99_009048 
XGW29688.1 V3C99_009049 
XGW29689.1 V3C99_009050 
XGW29695.1 V3C99_009051 
XGW29697.1 V3C99_009052 
XGW29701.1 V3C99_009053 
XGW29703.1 V3C99_009054 
XGW29704.1 V3C99_009055 
XGW29705.1 V3C99_009056 
XGW29708.1 V3C99_009057 
XGW29711.1 V3C99_009058 
XGW29713.1 V3C99_009059 
XGW29715.1 V3C99_009060 
XGW29717.1 V3C99_009061 
XGW29719.1 V3C99_009062 
XGW29720.1 V3C99_009063 
XGW29721.1 V3C99_009064 
XGW29722.1 V3C99_009065 
XGW29723.1 V3C99_009066 
XGW29725.1 V3C99_009067 
XGW29727.1 V3C99_009068 
XGW29728.1 V3C99_009069 
XGW29730.1 V3C99_009070 
XGW29731.1 V3C99_009071 
XGW29732.1 V3C99_009072 
XGW29736.1 V3C99_009073 
XGW29738.1 V3C99_009074 
XGW29740.1 V3C99_009075 
XGW29742.1 V3C99_009076 
XGW29743.1 V3C99_009077 
XGW29747.1 V3C99_009078 
XGW29749.1 V3C99_009079 
XGW29750.1 V3C99_009080 
XGW29752.1 V3C99_009081 
XGW29753.1 V3C99_009082 
XGW29754.1 V3C99_009083 
XGW29757.1 V3C99_009084 
XGW29759.1 V3C99_009085 
XGW29761.1 V3C99_009086 
XGW29762.1 V3C99_009087 
XGW29763.1 V3C99_009088 
XGW29764.1 V3C99_009089 
XGW29767.1 V3C99_009090 
XGW29768.1 V3C99_009091 
XGW29769.1 V3C99_009092 
XGW29770.1 V3C99_009093 
XGW29773.1 V3C99_009094 
XGW29774.1 V3C99_009095 
XGW29779.1 V3C99_009096 
XGW29781.1 V3C99_009097 
XGW29783.1 V3C99_009098 
XGW29786.1 V3C99_009099 
XGW29788.1 V3C99_009100 
XGW29789.1 V3C99_009101 
XGW29791.1 V3C99_009102 
XGW29792.1 V3C99_009103 
XGW29794.1 V3C99_009104 
XGW29796.1 V3C99_009105 
XGW29797.1 V3C99_009106 
XGW29799.1 V3C99_009107 
XGW29801.1 V3C99_009108 
XGW29802.1 V3C99_009109 
XGW29803.1 V3C99_009110 
XGW29805.1 V3C99_009111 
XGW29807.1 V3C99_009112 
XGW29808.1 V3C99_009113 
XGW29809.1 V3C99_009114 
XGW29811.1 V3C99_009115 
XGW29812.1 V3C99_009116 
XGW29814.1 V3C99_009117 
XGW29816.1 V3C99_009118 
XGW29817.1 V3C99_009119 
XGW29819.1 V3C99_009120 
XGW29820.1 V3C99_009121 
XGW29823.1 V3C99_009122 
XGW29825.1 V3C99_009123 
XGW29827.1 V3C99_009124 
XGW29829.1 V3C99_009125 
XGW29831.1 V3C99_009126 
XGW29834.1 V3C99_009127 
XGW29836.1 V3C99_009128 
XGW29839.1 V3C99_009129 
XGW29840.1 V3C99_009130 
XGW29841.1 V3C99_009131 
XGW29842.1 V3C99_009132 
XGW29844.1 V3C99_009133 
XGW29845.1 V3C99_009134 
XGW29847.1 V3C99_009135 
XGW29848.1 V3C99_009136 
XGW29850.1 V3C99_009137 
XGW29851.1 V3C99_009138 
XGW29854.1 V3C99_009139 
XGW29855.1 V3C99_009140 
XGW29856.1 V3C99_009141 
XGW29857.1 V3C99_009142 
XGW29858.1 V3C99_009143 
XGW29861.1 V3C99_009144 
XGW29862.1 V3C99_009145 
XGW29864.1 V3C99_009146 
XGW29867.1 V3C99_009147 
XGW29869.1 V3C99_009148 
XGW29870.1 V3C99_009149 
XGW29872.1 V3C99_009150 
XGW29874.1 V3C99_009151 
XGW29876.1 V3C99_009152 
XGW29877.1 V3C99_009153 
XGW29878.1 V3C99_009154 
XGW29880.1 V3C99_009155 
XGW29883.1 V3C99_009156 
XGW29884.1 V3C99_009157 
XGW29885.1 V3C99_009158 
XGW29886.1 V3C99_009159 
XGW29891.1 V3C99_009160 
XGW29892.1 V3C99_009161 
XGW29895.1 V3C99_009162 
XGW29897.1 V3C99_009163 
XGW29899.1 V3C99_009164 
XGW29902.1 V3C99_009165 
XGW29903.1 V3C99_009166 
XGW29904.1 V3C99_009167 
XGW29910.1 V3C99_009168 
XGW29912.1 V3C99_009169 
XGW29919.1 V3C99_009170 
XGW29929.1 V3C99_009171 
XGW29932.1 V3C99_009172 
XGW29935.1 V3C99_009173 
XGW29937.1 V3C99_009174 
XGW29938.1 V3C99_009175 
XGW29940.1 V3C99_009176 
XGW29942.1 V3C99_009177 
XGW29945.1 V3C99_009178 
XGW29946.1 V3C99_009179 
XGW29947.1 V3C99_009180 
XGW29948.1 V3C99_009181 
XGW29951.1 V3C99_009182 
XGW29953.1 V3C99_009183 
XGW29955.1 V3C99_009184 
XGW29957.1 V3C99_009185 
XGW29959.1 V3C99_009186 
XGW29962.1 V3C99_009187 
XGW29964.1 V3C99_009188 
XGW29965.1 V3C99_009189 
XGW29967.1 V3C99_009190 
XGW29972.1 V3C99_009191 
XGW29975.1 V3C99_009192 
XGW29976.1 V3C99_009193 
XGW29978.1 V3C99_009194 
XGW29981.1 V3C99_009195 
XGW29982.1 V3C99_009196 
XGW29984.1 V3C99_009197 
XGW29986.1 V3C99_009198 
XGW29989.1 V3C99_009199 
XGW29991.1 V3C99_009200 
XGW29993.1 V3C99_009201 
XGW29995.1 V3C99_009202 
XGW29997.1 V3C99_009203 
XGW29999.1 V3C99_009204 
XGW30001.1 V3C99_009205 
XGW30003.1 V3C99_009206 
XGW30007.1 V3C99_009207 
XGW30008.1 V3C99_009208 
XGW30011.1 V3C99_009209 
XGW30012.1 V3C99_009210 
XGW30014.1 V3C99_009211 
XGW30017.1 V3C99_009212 
XGW30018.1 V3C99_009213 
XGW30020.1 V3C99_009214 
XGW30021.1 V3C99_009215 
XGW30022.1 V3C99_009216 
XGW30023.1 V3C99_009217 
XGW30025.1 V3C99_009218 
XGW30028.1 V3C99_009219 
XGW30029.1 V3C99_009220 
XGW30030.1 V3C99_009221 
XGW30031.1 V3C99_009222 
XGW30032.1 V3C99_009223 
XGW30034.1 V3C99_009224 
XGW30035.1 V3C99_009225 
XGW30036.1 V3C99_009226 
XGW30038.1 V3C99_009227 
XGW30040.1 V3C99_009228 
XGW30045.1 V3C99_009229 
XGW30047.1 V3C99_009230 
XGW30049.1 V3C99_009231 
XGW30050.1 V3C99_009232 
XGW30051.1 V3C99_009233 
XGW30053.1 V3C99_009234 
XGW30055.1 V3C99_009235 
XGW30057.1 V3C99_009236 
XGW30058.1 V3C99_009237 
XGW30059.1 V3C99_009238 
XGW30061.1 V3C99_009239 
XGW30064.1 V3C99_009240 
XGW30065.1 V3C99_009241 
XGW30067.1 V3C99_009242 
XGW30069.1 V3C99_009243 
XGW30071.1 V3C99_009244 
XGW30073.1 V3C99_009245 
XGW30076.1 V3C99_009246 
XGW30078.1 V3C99_009247 
XGW30079.1 V3C99_009248 
XGW30080.1 V3C99_009249 
XGW30082.1 V3C99_009250 
XGW30085.1 V3C99_009251 
XGW30086.1 V3C99_009252 
XGW30088.1 V3C99_009253 
XGW30090.1 V3C99_009254 
XGW30092.1 V3C99_009255 
XGW30094.1 V3C99_009256 
XGW30096.1 V3C99_009257 
XGW30098.1 V3C99_009258 
XGW30099.1 V3C99_009259 
XGW30102.1 V3C99_009260 
XGW30103.1 V3C99_009261 
XGW30104.1 V3C99_009262 
XGW30106.1 V3C99_009263 
XGW30109.1 V3C99_009264 
XGW30111.1 V3C99_009265 
XGW30112.1 V3C99_009266 
XGW30114.1 V3C99_009267 
XGW30118.1 V3C99_009268 
XGW30121.1 V3C99_009269 
XGW30124.1 V3C99_009270 
XGW30129.1 V3C99_009271 
XGW30132.1 V3C99_009272 
XGW30136.1 V3C99_009273 
XGW30137.1 V3C99_009274 
XGW30138.1 V3C99_009275 
XGW30139.1 V3C99_009276 
XGW30142.1 V3C99_009277 
XGW30143.1 V3C99_009278 
XGW30144.1 V3C99_009279 
XGW30146.1 V3C99_009280 
XGW30149.1 V3C99_009281 
XGW30151.1 V3C99_009282 
XGW30152.1 V3C99_009283 
XGW30153.1 V3C99_009284 
XGW30154.1 V3C99_009285 
XGW30155.1 V3C99_009286 
XGW30156.1 V3C99_009287 
XGW30157.1 V3C99_009288 
XGW30159.1 V3C99_009289 
XGW30162.1 V3C99_009290 
XGW30163.1 V3C99_009291 
XGW30164.1 V3C99_009292 
XGW30165.1 V3C99_009293 
XGW30166.1 V3C99_009294 
XGW30169.1 V3C99_009295 
XGW30176.1 V3C99_009296 
XGW30177.1 V3C99_009297 
XGW30180.1 V3C99_009298 
XGW30181.1 V3C99_009299 
XGW30182.1 V3C99_009300 
XGW30184.1 V3C99_009301 
XGW30187.1 V3C99_009302 
XGW30188.1 V3C99_009303 
XGW30189.1 V3C99_009304 
XGW30194.1 V3C99_009305 
XGW30202.1 V3C99_009306 
XGW30211.1 V3C99_009307 
XGW30212.1 V3C99_009308 
XGW30214.1 V3C99_009309 
XGW30216.1 V3C99_009310 
XGW30217.1 V3C99_009311 
XGW30218.1 V3C99_009312 
XGW30220.1 V3C99_009313 
XGW30222.1 V3C99_009314 
XGW30224.1 V3C99_009315 
XGW30225.1 V3C99_009316 
XGW30230.1 V3C99_009317 
XGW30231.1 V3C99_009318 
XGW30233.1 V3C99_009319 
XGW30235.1 V3C99_009320 
XGW30236.1 V3C99_009321 
XGW30237.1 V3C99_009322 
XGW30240.1 V3C99_009323 
XGW30241.1 V3C99_009324 
XGW30244.1 V3C99_009325 
XGW30246.1 V3C99_009326 
XGW30248.1 V3C99_009327 
XGW30249.1 V3C99_009328 
XGW30251.1 V3C99_009329 
XGW30252.1 V3C99_009330 
XGW30253.1 V3C99_009331 
XGW30256.1 V3C99_009332 
XGW30258.1 V3C99_009333 
XGW30260.1 V3C99_009334 
XGW30262.1 V3C99_009335 
XGW30264.1 V3C99_009336 
XGW30265.1 V3C99_009337 
XGW30266.1 V3C99_009338 
XGW30269.1 V3C99_009339 
XGW30272.1 V3C99_009340 
XGW30276.1 V3C99_009341 
XGW30277.1 V3C99_009342 
XGW30279.1 V3C99_009343 
XGW30281.1 V3C99_009344 
XGW30283.1 V3C99_009345 
XGW30284.1 V3C99_009346 
XGW30288.1 V3C99_009347 
XGW30289.1 V3C99_009348 
XGW30290.1 V3C99_009349 
XGW30292.1 V3C99_009350 
XGW30296.1 V3C99_009351 
XGW30300.1 V3C99_009352 
XGW30302.1 V3C99_009353 
XGW30304.1 V3C99_009354 
XGW30306.1 V3C99_009355 
XGW30308.1 V3C99_009356 
XGW30309.1 V3C99_009357 
XGW30312.1 V3C99_009358 
XGW30314.1 V3C99_009359 
XGW30317.1 V3C99_009360 
XGW30318.1 V3C99_009361 
XGW30320.1 V3C99_009362 
XGW30322.1 V3C99_009363 
XGW30324.1 V3C99_009364 
XGW30325.1 V3C99_009365 
XGW30326.1 V3C99_009366 
XGW30328.1 V3C99_009367 
XGW30330.1 V3C99_009368 
XGW30332.1 V3C99_009369 
XGW30334.1 V3C99_009370 
XGW30336.1 V3C99_009371 
XGW30337.1 V3C99_009372 
XGW30339.1 V3C99_009373 
XGW30340.1 V3C99_009374 
XGW30342.1 V3C99_009375 
XGW30343.1 V3C99_009376 
XGW30346.1 V3C99_009377 
XGW30347.1 V3C99_009378 
XGW30349.1 V3C99_009379 
XGW30354.1 V3C99_009380 
XGW30355.1 V3C99_009381 
XGW30358.1 V3C99_009382 
XGW30360.1 V3C99_009383 
XGW30361.1 V3C99_009384 
XGW30363.1 V3C99_009385 
XGW30364.1 V3C99_009386 
XGW30365.1 V3C99_009387 
XGW30368.1 V3C99_009388 
XGW30369.1 V3C99_009389 
XGW30371.1 V3C99_009390 
XGW30373.1 V3C99_009391 
XGW30375.1 V3C99_009392 
XGW30376.1 V3C99_009393 
XGW30378.1 V3C99_009394 
XGW30380.1 V3C99_009395 
XGW30381.1 V3C99_009396 
XGW30382.1 V3C99_009397 
XGW30383.1 V3C99_009398 
XGW30384.1 V3C99_009399 
XGW30386.1 V3C99_009400 
XGW30388.1 V3C99_009401 
XGW30391.1 V3C99_009402 
XGW30394.1 V3C99_009403 
XGW30396.1 V3C99_009404 
XGW30397.1 V3C99_009405 
XGW30401.1 V3C99_009406 
XGW30402.1 V3C99_009407 
XGW30403.1 V3C99_009408 
XGW30405.1 V3C99_009409 
XGW30409.1 V3C99_009410 
XGW30413.1 V3C99_009411 
XGW30414.1 V3C99_009412 
XGW30416.1 V3C99_009413 
XGW30418.1 V3C99_009414 
XGW30419.1 V3C99_009415 
XGW30422.1 V3C99_009416 
XGW30424.1 V3C99_009417 
XGW30426.1 V3C99_009418 
XGW30428.1 V3C99_009419 
XGW30430.1 V3C99_009420 
XGW30432.1 V3C99_009421 
XGW30434.1 V3C99_009422 
XGW30435.1 V3C99_009423 
XGW30436.1 V3C99_009424 
XGW30437.1 V3C99_009425 
XGW30439.1 V3C99_009426 
XGW30441.1 V3C99_009427 
XGW30444.1 V3C99_009428 
XGW30446.1 V3C99_009429 
XGW30450.1 V3C99_009430 
XGW30451.1 V3C99_009431 
XGW30453.1 V3C99_009432 
XGW30454.1 V3C99_009433 
XGW30456.1 V3C99_009434 
XGW30458.1 V3C99_009435 
XGW30459.1 V3C99_009436 
XGW30460.1 V3C99_009437 
XGW30461.1 V3C99_009438 
XGW30462.1 V3C99_009439 
XGW30463.1 V3C99_009440 
XGW30466.1 V3C99_009441 
XGW30467.1 V3C99_009442 
XGW30468.1 V3C99_009443 
XGW30470.1 V3C99_009444 
XGW30471.1 V3C99_009445 
XGW30474.1 V3C99_009446 
XGW30475.1 V3C99_009447 
XGW30476.1 V3C99_009448 
XGW30479.1 V3C99_009449 
XGW30484.1 V3C99_009450 
XGW30486.1 V3C99_009452 
XGW30487.1 V3C99_009451 
XGW30494.1 V3C99_009453 
XGW30496.1 V3C99_009454 
XGW30497.1 V3C99_009455 
XGW30498.1 V3C99_009456 
XGW30499.1 V3C99_009457 
XGW30500.1 V3C99_009458 
XGW30502.1 V3C99_009459 
XGW30507.1 V3C99_009460 
XGW30520.1 V3C99_009461 
XGW30521.1 V3C99_009462 
XGW30522.1 V3C99_009463 
XGW30524.1 V3C99_009464 
XGW30526.1 V3C99_009465 
XGW30527.1 V3C99_009466 
XGW30529.1 V3C99_009467 
XGW30531.1 V3C99_009468 
XGW30532.1 V3C99_009469 
XGW30534.1 V3C99_009470 
XGW30536.1 V3C99_009471 
XGW30538.1 V3C99_009472 
XGW30540.1 V3C99_009473 
XGW30542.1 V3C99_009474 
XGW30545.1 V3C99_009475 
XGW30547.1 V3C99_009476 
XGW30549.1 V3C99_009477 
XGW30550.1 V3C99_009478 
XGW30551.1 V3C99_009479 
XGW30552.1 V3C99_009480 
XGW30553.1 V3C99_009481 
XGW30556.1 V3C99_009482 
XGW30558.1 V3C99_009483 
XGW30559.1 V3C99_009484 
XGW30560.1 V3C99_009485 
XGW30562.1 V3C99_009486 
XGW30564.1 V3C99_009487 
XGW30565.1 V3C99_009488 
XGW30568.1 V3C99_009489 
XGW30569.1 V3C99_009490 
XGW30570.1 V3C99_009491 
XGW30571.1 V3C99_009492 
XGW30572.1 V3C99_009493 
XGW30575.1 V3C99_009494 
XGW30578.1 V3C99_009495 
XGW30579.1 V3C99_009496 
XGW30581.1 V3C99_009497 
XGW30583.1 V3C99_009498 
XGW30584.1 V3C99_009499 
XGW30585.1 V3C99_009500 
XGW30586.1 V3C99_009501 
XGW30588.1 V3C99_009502 
XGW30589.1 V3C99_009503 
XGW30590.1 V3C99_009504 
XGW30592.1 V3C99_009505 
XGW30594.1 V3C99_009506 
XGW30595.1 V3C99_009507 
XGW30596.1 V3C99_009508 
XGW30597.1 V3C99_009509 
XGW30598.1 V3C99_009510 
XGW30599.1 V3C99_009511 
XGW30600.1 V3C99_009512 
XGW30602.1 V3C99_009513 
XGW30604.1 V3C99_009514 
XGW30607.1 V3C99_009515 
XGW30608.1 V3C99_009516 
XGW30611.1 V3C99_009517 
XGW30616.1 V3C99_009518 
XGW30618.1 V3C99_009519 
XGW30621.1 V3C99_009520 
XGW30622.1 V3C99_009521 
XGW30623.1 V3C99_009522 
XGW30624.1 V3C99_009523 
XGW30625.1 V3C99_009524 
XGW30627.1 V3C99_009525 
XGW30629.1 V3C99_009526 
XGW30631.1 V3C99_009527 
XGW30634.1 V3C99_009528 
XGW30636.1 V3C99_009529 
XGW30637.1 V3C99_009530 
XGW30639.1 V3C99_009531 
XGW30641.1 V3C99_009532 
XGW30643.1 V3C99_009533 
XGW30644.1 V3C99_009534 
XGW30645.1 V3C99_009535 
XGW30647.1 V3C99_009536 
XGW30648.1 V3C99_009537 
XGW30650.1 V3C99_009538 
XGW30652.1 V3C99_009539 
XGW30653.1 V3C99_009540 
XGW30654.1 V3C99_009541 
XGW30655.1 V3C99_009542 
XGW30656.1 V3C99_009543 
XGW30658.1 V3C99_009544 
XGW30659.1 V3C99_009545 
XGW30661.1 V3C99_009546 
XGW30662.1 V3C99_009547 
XGW30664.1 V3C99_009548 
XGW30665.1 V3C99_009549 
XGW30671.1 V3C99_009550 
XGW30673.1 V3C99_009551 
XGW30674.1 V3C99_009552 
XGW30676.1 V3C99_009553 
XGW30677.1 V3C99_009554 
XGW30678.1 V3C99_009555 
XGW30688.1 V3C99_009556 
XGW30691.1 V3C99_009557 
XGW30692.1 V3C99_009558 
XGW30693.1 V3C99_009559 
XGW30694.1 V3C99_009560 
XGW30695.1 V3C99_009561 
XGW30696.1 V3C99_009562 
XGW30698.1 V3C99_009563 
XGW30699.1 V3C99_009564 
XGW30700.1 V3C99_009565 
XGW30702.1 V3C99_009566 
XGW30703.1 V3C99_009567 
XGW30706.1 V3C99_009568 
XGW30707.1 V3C99_009569 
XGW30708.1 V3C99_009570 
XGW30710.1 V3C99_009571 
XGW30711.1 V3C99_009572 
XGW30712.1 V3C99_009573 
XGW30713.1 V3C99_009574 
XGW30715.1 V3C99_009575 
XGW30716.1 V3C99_009576 
XGW30718.1 V3C99_009577 
XGW30719.1 V3C99_009578 
XGW30721.1 V3C99_009579 
XGW30723.1 V3C99_009580 
XGW30727.1 V3C99_009581 
XGW30729.1 V3C99_009582 
XGW30732.1 V3C99_009583 
XGW30733.1 V3C99_009584 
XGW30735.1 V3C99_009585 
XGW30737.1 V3C99_009586 
XGW30739.1 V3C99_009587 
XGW30741.1 V3C99_009588 
XGW30745.1 V3C99_009589 
XGW30747.1 V3C99_009590 
XGW30749.1 V3C99_009591 
XGW30751.1 V3C99_009592 
XGW30753.1 V3C99_009593 
XGW30756.1 V3C99_009594 
XGW30757.1 V3C99_009595 
XGW30758.1 V3C99_009596 
XGW30760.1 V3C99_009597 
XGW30762.1 V3C99_009598 
XGW30763.1 V3C99_009599 
XGW30765.1 V3C99_009600 
XGW30766.1 V3C99_009601 
XGW30768.1 V3C99_009602 
XGW30769.1 V3C99_009603 
XGW30770.1 V3C99_009604 
XGW30771.1 V3C99_009605 
XGW30773.1 V3C99_009606 
XGW30774.1 V3C99_009607 
XGW30775.1 V3C99_009608 
XGW30776.1 V3C99_009609 
XGW30778.1 V3C99_009610 
XGW30779.1 V3C99_009611 
XGW30780.1 V3C99_009612 
XGW30781.1 V3C99_009613 
XGW30783.1 V3C99_009614 
XGW30785.1 V3C99_009615 
XGW30786.1 V3C99_009616 
XGW30787.1 V3C99_009617 
XGW30788.1 V3C99_009618 
XGW30789.1 V3C99_009619 
XGW30790.1 V3C99_009620 
XGW30794.1 V3C99_009621 
XGW30795.1 V3C99_009622 
XGW30798.1 V3C99_009623 
XGW30800.1 V3C99_009624 
XGW30804.1 V3C99_009625 
XGW30808.1 V3C99_009626 
XGW30809.1 V3C99_009627 
XGW30810.1 V3C99_009628 
XGW30813.1 V3C99_009629 
XGW30816.1 V3C99_009630 
XGW30817.1 V3C99_009631 
XGW30821.1 V3C99_009632 
XGW30822.1 V3C99_009633 
XGW30826.1 V3C99_009634 
XGW30827.1 V3C99_009635 
XGW30829.1 V3C99_009636 
XGW30830.1 V3C99_009637 
XGW30832.1 V3C99_009638 
XGW30835.1 V3C99_009639 
XGW30836.1 V3C99_009640 
XGW30838.1 V3C99_009641 
XGW30839.1 V3C99_009642 
XGW30840.1 V3C99_009643 
XGW30841.1 V3C99_009644 
XGW30842.1 V3C99_009645 
XGW30843.1 V3C99_009646 
XGW30844.1 V3C99_009647 
XGW30847.1 V3C99_009648 
XGW30848.1 V3C99_009649 
XGW30849.1 V3C99_009650 
XGW30850.1 V3C99_009651 
XGW30852.1 V3C99_009652 
XGW30854.1 V3C99_009653 
XGW30855.1 V3C99_009654 
XGW30857.1 V3C99_009655 
XGW30859.1 V3C99_009656 
XGW30862.1 V3C99_009657 
XGW30863.1 V3C99_009658 
XGW30866.1 V3C99_009659 
XGW30868.1 V3C99_009660 
XGW30869.1 V3C99_009661 
XGW30871.1 V3C99_009662 
XGW30872.1 V3C99_009663 
XGW30874.1 V3C99_009664 
XGW30877.1 V3C99_009665 
XGW30878.1 V3C99_009666 
XGW30879.1 V3C99_009667 
XGW30881.1 V3C99_009668 
XGW30883.1 V3C99_009669 
XGW30885.1 V3C99_009670 
XGW30886.1 V3C99_009671 
XGW30887.1 V3C99_009672 
XGW30888.1 V3C99_009673 
XGW30889.1 V3C99_009674 
XGW30894.1 V3C99_009675 
XGW30896.1 V3C99_009676 
XGW30898.1 V3C99_009677 
XGW30902.1 V3C99_009678 
XGW30903.1 V3C99_009679 
XGW30904.1 V3C99_009680 
XGW30906.1 V3C99_009681 
XGW30907.1 V3C99_009682 
XGW30908.1 V3C99_009683 
XGW30909.1 V3C99_009684 
XGW30911.1 V3C99_009685 
XGW30915.1 V3C99_009686 
XGW30917.1 V3C99_009687 
XGW30919.1 V3C99_009688 
XGW30921.1 V3C99_009689 
XGW30922.1 V3C99_009690 
XGW30924.1 V3C99_009691 
XGW30926.1 V3C99_009692 
XGW30928.1 V3C99_009693 
XGW30931.1 V3C99_009694 
XGW30932.1 V3C99_009695 
XGW30934.1 V3C99_009696 
XGW30935.1 V3C99_009697 
XGW30936.1 V3C99_009698 
XGW30938.1 V3C99_009699 
XGW30940.1 V3C99_009700 
XGW30942.1 V3C99_009701 
XGW30943.1 V3C99_009702 
XGW30946.1 V3C99_009703 
XGW30949.1 V3C99_009704 
XGW30950.1 V3C99_009705 
XGW30952.1 V3C99_009706 
XGW30954.1 V3C99_009707 
XGW30955.1 V3C99_009708 
XGW30956.1 V3C99_009709 
XGW30959.1 V3C99_009710 
XGW30961.1 V3C99_009711 
XGW30965.1 V3C99_009712 
XGW30966.1 V3C99_009713 
XGW30967.1 V3C99_009714 
XGW30971.1 V3C99_009715 
XGW30973.1 V3C99_009716 
XGW30974.1 V3C99_009717 
XGW30975.1 V3C99_009718 
XGW30976.1 V3C99_009719 
XGW30977.1 V3C99_009720 
XGW30979.1 V3C99_009721 
XGW30981.1 V3C99_009722 
XGW30991.1 V3C99_009723 
XGW30992.1 V3C99_009724 
XGW30996.1 V3C99_009725 
XGW30997.1 V3C99_009726 
XGW30998.1 V3C99_009727 
XGW30999.1 V3C99_009728 
XGW31000.1 V3C99_009729 
XGW31002.1 V3C99_009730 
XGW31003.1 V3C99_009731 
XGW31004.1 V3C99_009732 
XGW31006.1 V3C99_009733 
XGW31011.1 V3C99_009734 
XGW31013.1 V3C99_009735 
XGW31015.1 V3C99_009736 
XGW31017.1 V3C99_009737 
XGW31018.1 V3C99_009738 
XGW31019.1 V3C99_009739 
XGW31020.1 V3C99_009740 
XGW31021.1 V3C99_009741 
XGW31022.1 V3C99_009742 
XGW31023.1 V3C99_009743 
XGW31024.1 V3C99_009744 
XGW31025.1 V3C99_009745 
XGW31026.1 V3C99_009746 
XGW31028.1 V3C99_009747 
XGW31030.1 V3C99_009748 
XGW31033.1 V3C99_009749 
XGW31036.1 V3C99_009750 
XGW31037.1 V3C99_009751 
XGW31038.1 V3C99_009752 
XGW31039.1 V3C99_009753 
XGW31040.1 V3C99_009754 
XGW31041.1 V3C99_009755 
XGW31045.1 V3C99_009756 
XGW31046.1 V3C99_009757 
XGW31048.1 V3C99_009758 
XGW31049.1 V3C99_009759 
XGW31051.1 V3C99_009760 
XGW31053.1 V3C99_009761 
XGW31055.1 V3C99_009762 
XGW31056.1 V3C99_009763 
XGW31058.1 V3C99_009764 
XGW31059.1 V3C99_009765 
XGW31062.1 V3C99_009766 
XGW31063.1 V3C99_009767 
XGW31064.1 V3C99_009768 
XGW31066.1 V3C99_009769 
XGW31067.1 V3C99_009770 
XGW31069.1 V3C99_009771 
XGW31074.1 V3C99_009772 
XGW31075.1 V3C99_009773 
XGW31077.1 V3C99_009774 
XGW31079.1 V3C99_009775 
XGW31082.1 V3C99_009776 
XGW31085.1 V3C99_009777 
XGW31086.1 V3C99_009778 
XGW31087.1 V3C99_009779 
XGW31089.1 V3C99_009780 
XGW31091.1 V3C99_009781 
XGW31093.1 V3C99_009782 
XGW31094.1 V3C99_009783 
XGW31097.1 V3C99_009784 
XGW31100.1 V3C99_009785 
XGW31101.1 V3C99_009786 
XGW31102.1 V3C99_009787 
XGW31103.1 V3C99_009788 
XGW31104.1 V3C99_009789 
XGW31106.1 V3C99_009790 
XGW31108.1 V3C99_009791 
XGW31109.1 V3C99_009792 
XGW31112.1 V3C99_009793 
XGW31114.1 V3C99_009794 
XGW31115.1 V3C99_009795 
XGW31116.1 V3C99_009796 
XGW31117.1 V3C99_009797 
XGW31120.1 V3C99_009798 
XGW31122.1 V3C99_009799 
XGW31124.1 V3C99_009800 
XGW31126.1 V3C99_009801 
XGW31128.1 V3C99_009802 
XGW31130.1 V3C99_009803 
XGW31132.1 V3C99_009804 
XGW31133.1 V3C99_009805 
XGW31134.1 V3C99_009806 
XGW31137.1 V3C99_009807 
XGW31139.1 V3C99_009808 
XGW31140.1 V3C99_009809 
XGW31141.1 V3C99_009810 
XGW31144.1 V3C99_009811 
XGW31145.1 V3C99_009812 
XGW31146.1 V3C99_009813 
XGW31147.1 V3C99_009814 
XGW31149.1 V3C99_009815 
XGW31151.1 V3C99_009816 
XGW31153.1 V3C99_009817 
